date,lat,lon
2022-12-28,3.40323E1,-1.182776E2
2022-12-28,3.40175E1,-1.18346E2
2022-12-28,3.40504E1,-1.182069E2
2022-12-28,3.40267E1,-1.182016E2
2022-12-28,3.37601E1,-1.182928E2
2022-12-28,3.37315E1,-1.182879E2
2022-12-28,3.37279E1,-1.182858E2
2022-12-28,3.41017E1,-1.183202E2
2022-12-28,3.40853E1,-1.183753E2
2022-12-28,3.40501E1,-1.183442E2
2022-12-28,3.40542E1,-1.183304E2
2022-12-28,3.40421E1,-1.183457E2
2022-12-28,3.42076E1,-1.184686E2
2022-12-28,3.42012E1,-1.184312E2
2022-12-28,3.41531E1,-1.184487E2
2022-12-28,3.41595E1,-1.184269E2
2022-12-28,3.41595E1,-1.184269E2
2022-12-28,3.39465E1,-1.182781E2
2022-12-28,3.42206E1,-1.184982E2
2022-12-28,3.41008E1,-1.182668E2
2022-12-28,3.39638E1,-1.182629E2
2022-12-28,3.39727E1,-1.182981E2
2022-12-28,3.40242E1,-1.182623E2
2022-12-28,3.40057E1,-1.182728E2
2022-12-28,3.39784E1,-1.18263E2
2022-12-28,3.40247E1,-1.184116E2
2022-12-28,3.39762E1,-1.184287E2
2022-12-28,3.4015E1,-1.184188E2
2022-12-28,3.41713E1,-1.183822E2
2022-12-28,3.41576E1,-1.183774E2
2022-12-28,3.42594E1,-1.18415E2
2022-12-28,3.42594E1,-1.18415E2
2022-12-28,3.4236E1,-1.183729E2
2022-12-28,3.42362E1,-1.18398E2
2022-12-28,3.42856E1,-1.183953E2
2022-12-28,3.4296E1,-1.185144E2
2022-12-28,3.42646E1,-1.184826E2
2022-12-28,3.38926E1,-1.182861E2
2022-12-28,3.39321E1,-1.182739E2
2022-12-28,3.39441E1,-1.182652E2
2022-12-28,3.39457E1,-1.182462E2
2022-12-28,3.39465E1,-1.182419E2
2022-12-28,3.39572E1,-1.182782E2
2022-12-28,3.39501E1,-1.182739E2
2022-12-28,3.39406E1,-1.18238E2
2022-12-28,3.42267E1,-1.184704E2
2022-12-28,3.42179E1,-1.184583E2
2022-12-28,3.43063E1,-1.184512E2
2022-12-28,3.42073E1,-1.185906E2
2022-12-28,3.4172E1,-1.186059E2
2022-12-28,3.40798E1,-1.183285E2
2022-12-28,3.42295E1,-1.185367E2
2022-12-28,3.4048E1,-1.182577E2
2022-12-28,3.4048E1,-1.182577E2
2022-12-28,3.40337E1,-1.18261E2
2022-12-28,3.40687E1,-1.182672E2
2022-12-28,3.40243E1,-1.182198E2
2022-12-28,3.40669E1,-1.183456E2
2022-12-28,3.40669E1,-1.183456E2
2022-12-28,3.40736E1,-1.183563E2
2022-12-28,3.40669E1,-1.183456E2
2022-12-28,3.40428E1,-1.184582E2
2022-12-28,3.40382E1,-1.184412E2
2022-12-28,3.40986E1,-1.182962E2
2022-12-28,3.41722E1,-1.18375E2
2022-12-28,3.42816E1,-1.184073E2
2022-12-28,3.41877E1,-1.186015E2
2022-12-28,3.41938E1,-1.186044E2
2022-12-28,3.42239E1,-1.186017E2
2022-12-28,3.40889E1,-1.185325E2
2022-12-28,3.42131E1,-1.184584E2
2022-12-28,3.42015E1,-1.183965E2
2022-12-28,3.41883E1,-1.186274E2
2022-12-28,3.3996E1,-1.183309E2
2022-12-28,3.40145E1,-1.182937E2
2022-12-28,3.4078E1,-1.182181E2
2022-12-28,3.38584E1,-1.183072E2
2022-12-28,3.37733E1,-1.182776E2
2022-12-28,3.41146E1,-1.183607E2
2022-12-28,3.41015E1,-1.183387E2
2022-12-28,3.40633E1,-1.183473E2
2022-12-28,3.41137E1,-1.184301E2
2022-12-28,3.41548E1,-1.18294E2
2022-12-28,3.39992E1,-1.182827E2
2022-12-28,3.39909E1,-1.183247E2
2022-12-28,3.39806E1,-1.183309E2
2022-12-28,3.41681E1,-1.183743E2
2022-12-28,3.42696E1,-1.183958E2
2022-12-28,3.41865E1,-1.186235E2
2022-12-28,3.41881E1,-1.186E2
2022-12-28,3.40871E1,-1.183146E2
2022-12-28,3.40853E1,-1.183277E2
2022-12-28,3.41016E1,-1.183246E2
2022-12-28,3.40457E1,-1.183455E2
2022-12-28,3.41576E1,-1.18429E2
2022-12-28,3.40808E1,-1.182655E2
2022-12-28,3.39892E1,-1.182718E2
2022-12-28,3.38926E1,-1.182861E2
2022-12-28,3.40615E1,-1.18247E2
2022-12-28,3.40363E1,-1.182672E2
2022-12-28,3.40363E1,-1.182672E2
2022-12-28,3.40446E1,-1.182507E2
2022-12-28,3.40644E1,-1.18232E2
2022-12-28,3.40592E1,-1.182414E2
2022-12-28,3.40446E1,-1.18249E2
2022-12-28,3.40697E1,-1.182697E2
2022-12-28,3.40276E1,-1.183338E2
2022-12-28,3.40245E1,-1.182974E2
2022-12-28,3.40301E1,-1.181951E2
2022-12-28,3.37896E1,-1.182933E2
2022-12-28,3.40926E1,-1.183234E2
2022-12-28,3.41159E1,-1.183188E2
2022-12-28,3.40761E1,-1.183766E2
2022-12-28,3.40503E1,-1.183704E2
2022-12-28,3.40596E1,-1.184262E2
2022-12-28,3.42048E1,-1.184659E2
2022-12-28,3.41486E1,-1.184425E2
2022-12-28,3.42157E1,-1.184771E2
2022-12-28,3.40231E1,-1.182698E2
2022-12-28,3.41451E1,-1.183875E2
2022-12-28,3.42215E1,-1.184488E2
2022-12-28,3.41683E1,-1.186255E2
2022-12-28,3.41681E1,-1.185696E2
2022-12-28,3.40472E1,-1.182381E2
2022-12-28,3.40718E1,-1.182822E2
2022-12-28,3.40718E1,-1.182822E2
2022-12-28,3.40524E1,-1.183711E2
2022-12-28,3.41939E1,-1.184902E2
2022-12-28,3.42157E1,-1.184793E2
2022-12-28,3.39693E1,-1.18285E2
2022-12-28,3.40446E1,-1.182782E2
2022-12-28,3.40823E1,-1.182755E2
2022-12-28,3.40658E1,-1.182749E2
2022-12-28,3.40436E1,-1.182051E2
2022-12-28,3.37544E1,-1.18299E2
2022-12-28,3.38134E1,-1.182988E2
2022-12-28,3.41072E1,-1.183322E2
2022-12-28,3.40987E1,-1.183337E2
2022-12-28,3.41037E1,-1.183459E2
2022-12-28,3.40466E1,-1.183626E2
2022-12-28,3.40621E1,-1.183354E2
2022-12-28,3.4043E1,-1.18366E2
2022-12-28,3.41547E1,-1.18453E2
2022-12-28,3.41739E1,-1.184422E2
2022-12-28,3.41595E1,-1.184291E2
2022-12-28,3.41731E1,-1.185142E2
2022-12-28,3.4106E1,-1.182565E2
2022-12-28,3.39665E1,-1.18296E2
2022-12-28,3.39665E1,-1.18296E2
2022-12-28,3.40272E1,-1.182686E2
2022-12-28,3.39844E1,-1.182652E2
2022-12-28,3.39598E1,-1.183935E2
2022-12-28,3.40208E1,-1.184031E2
2022-12-28,3.40301E1,-1.184272E2
2022-12-28,3.3983E1,-1.184381E2
2022-12-28,3.41667E1,-1.183702E2
2022-12-28,3.41697E1,-1.183822E2
2022-12-28,3.42516E1,-1.182816E2
2022-12-28,3.42418E1,-1.183902E2
2022-12-28,3.42829E1,-1.18557E2
2022-12-28,3.42341E1,-1.184851E2
2022-12-28,3.39456E1,-1.182323E2
2022-12-28,3.40608E1,-1.183144E2
2022-12-28,3.40452E1,-1.182892E2
2022-12-28,3.41923E1,-1.186104E2
2022-12-28,3.41874E1,-1.186427E2
2022-12-28,3.40159E1,-1.182028E2
2022-12-28,3.40649E1,-1.183525E2
2022-12-28,3.40329E1,-1.183832E2
2022-12-28,3.40356E1,-1.184419E2
2022-12-28,3.41045E1,-1.182459E2
2022-12-28,3.40273E1,-1.182577E2
2022-12-28,3.42069E1,-1.184056E2
2022-12-28,3.42391E1,-1.18558E2
2022-12-28,3.42391E1,-1.18558E2
2022-12-28,3.38229E1,-1.183015E2
2022-12-28,3.40981E1,-1.183577E2
2022-12-28,3.41618E1,-1.184661E2
2022-12-28,3.42084E1,-1.185273E2
2022-12-28,3.42173E1,-1.185207E2
2022-12-28,3.41939E1,-1.184989E2
2022-12-28,3.39774E1,-1.18286E2
2022-12-28,3.39951E1,-1.183089E2
2022-12-28,3.39922E1,-1.184273E2
2022-12-28,3.41412E1,-1.183681E2
2022-12-28,3.42214E1,-1.184765E2
2022-12-28,3.39401E1,-1.182761E2
2022-12-28,3.40489E1,-1.182891E2
2022-12-28,3.40564E1,-1.183131E2
2022-12-28,3.41683E1,-1.18619E2
2022-12-28,3.40452E1,-1.182569E2
2022-12-28,3.40126E1,-1.183403E2
2022-12-28,3.40428E1,-1.184481E2
2022-12-28,3.40074E1,-1.182784E2
2022-12-28,3.39829E1,-1.184684E2
2022-12-28,3.39884E1,-1.184177E2
2022-12-28,3.40466E1,-1.18252E2
2022-12-28,3.40327E1,-1.18309E2
2022-12-28,3.40621E1,-1.182546E2
2022-12-28,3.40907E1,-1.183332E2
2022-12-28,3.40598E1,-1.182842E2
2022-12-28,3.40421E1,-1.182469E2
2022-12-28,3.40561E1,-1.182375E2
2022-12-28,3.40452E1,-1.182569E2
2022-12-28,3.40786E1,-1.182788E2
2022-12-28,3.40735E1,-1.182572E2
2022-12-28,3.40183E1,-1.182832E2
2022-12-28,3.4023E1,-1.18351E2
2022-12-28,3.40808E1,-1.181738E2
2022-12-28,3.37987E1,-1.183075E2
2022-12-28,3.41015E1,-1.183605E2
2022-12-28,3.40342E1,-1.184478E2
2022-12-28,3.42085E1,-1.184512E2
2022-12-28,3.39764E1,-1.182871E2
2022-12-28,3.3965E1,-1.182761E2
2022-12-28,3.39688E1,-1.182739E2
2022-12-28,3.39967E1,-1.182565E2
2022-12-28,3.39559E1,-1.183962E2
2022-12-28,3.39654E1,-1.183783E2
2022-12-28,3.42391E1,-1.185492E2
2022-12-28,3.39437E1,-1.182781E2
2022-12-28,3.40537E1,-1.182878E2
2022-12-28,3.40509E1,-1.182937E2
2022-12-28,3.40537E1,-1.182878E2
2022-12-28,3.40463E1,-1.182886E2
2022-12-28,3.40463E1,-1.182886E2
2022-12-28,3.40783E1,-1.183113E2
2022-12-28,3.41884E1,-1.185975E2
2022-12-28,3.42026E1,-1.186234E2
2022-12-28,3.40871E1,-1.183266E2
2022-12-28,3.41039E1,-1.183297E2
2022-12-28,3.40649E1,-1.183504E2
2022-12-28,3.40408E1,-1.183213E2
2022-12-28,3.40649E1,-1.183494E2
2022-12-28,3.40761E1,-1.1837E2
2022-12-28,3.40479E1,-1.183481E2
2022-12-28,3.40487E1,-1.184617E2
2022-12-28,3.41152E1,-1.184241E2
2022-12-28,3.41001E1,-1.182564E2
2022-12-28,3.39429E1,-1.18403E2
2022-12-28,3.39429E1,-1.18403E2
2022-12-28,3.39884E1,-1.184177E2
2022-12-28,3.40283E1,-1.184084E2
2022-12-28,3.41681E1,-1.183704E2
2022-12-28,3.42282E1,-1.185492E2
2022-12-28,3.41632E1,-1.186415E2
2022-12-28,3.40394E1,-1.182623E2
2022-12-28,3.40423E1,-1.18263E2
2022-12-28,3.40423E1,-1.18263E2
2022-12-28,3.40415E1,-1.18262E2
2022-12-28,3.40394E1,-1.182623E2
2022-12-28,3.40413E1,-1.182829E2
2022-12-28,3.40093E1,-1.183057E2
2022-12-28,3.40304E1,-1.183475E2
2022-12-28,3.37782E1,-1.182689E2
2022-12-28,3.4093E1,-1.183068E2
2022-12-28,3.40383E1,-1.18425E2
2022-12-28,3.40513E1,-1.184274E2
2022-12-28,3.40425E1,-1.184521E2
2022-12-28,3.40423E1,-1.184345E2
2022-12-28,3.41167E1,-1.181786E2
2022-12-28,3.40984E1,-1.182874E2
2022-12-28,3.3988E1,-1.183501E2
2022-12-28,3.39889E1,-1.183481E2
2022-12-28,3.39675E1,-1.183808E2
2022-12-28,3.40219E1,-1.184094E2
2022-12-28,3.39892E1,-1.184291E2
2022-12-28,3.40253E1,-1.184107E2
2022-12-28,3.3988E1,-1.184333E2
2022-12-28,3.40046E1,-1.184393E2
2022-12-28,3.42588E1,-1.182979E2
2022-12-28,3.42603E1,-1.184996E2
2022-12-28,3.42614E1,-1.184508E2
2022-12-28,3.42402E1,-1.184535E2
2022-12-28,3.40453E1,-1.182885E2
2022-12-28,3.42198E1,-1.186418E2
2022-12-28,3.40119E1,-1.183111E2
2022-12-28,3.40081E1,-1.183113E2
2022-12-28,3.41107E1,-1.18323E2
2022-12-28,3.40503E1,-1.183532E2
2022-12-28,3.41054E1,-1.182901E2
2022-12-28,3.40248E1,-1.18415E2
2022-12-28,3.41321E1,-1.183529E2
2022-12-28,3.42354E1,-1.185516E2
2022-12-28,3.42758E1,-1.18449E2
2022-12-28,3.42231E1,-1.18472E2
2022-12-28,3.40243E1,-1.182198E2
2022-12-28,3.40243E1,-1.182198E2
2022-12-28,3.40736E1,-1.183563E2
2022-12-28,3.40782E1,-1.183463E2
2022-12-28,3.40782E1,-1.183463E2
2022-12-28,3.39856E1,-1.182915E2
2022-12-28,3.39601E1,-1.182651E2
2022-12-28,3.40473E1,-1.182566E2
2022-12-28,3.42012E1,-1.184294E2
2022-12-28,3.39582E1,-1.18384E2
2022-12-28,3.40728E1,-1.183656E2
2022-12-28,3.39501E1,-1.182827E2
2022-12-28,3.40609E1,-1.1826E2
2022-12-28,3.40877E1,-1.183332E2
2022-12-27,3.40391E1,-1.18269E2
2022-12-27,3.40777E1,-1.18288E2
2022-12-27,3.40267E1,-1.182818E2
2022-12-27,3.40264E1,-1.182209E2
2022-12-27,3.40671E1,-1.18204E2
2022-12-27,3.38129E1,-1.183071E2
2022-12-27,3.40944E1,-1.183245E2
2022-12-27,3.40762E1,-1.183419E2
2022-12-27,3.40401E1,-1.183382E2
2022-12-27,3.40488E1,-1.183749E2
2022-12-27,3.41265E1,-1.184318E2
2022-12-27,3.40567E1,-1.184248E2
2022-12-27,3.40504E1,-1.184279E2
2022-12-27,3.4194E1,-1.184225E2
2022-12-27,3.41902E1,-1.185447E2
2022-12-27,3.41904E1,-1.185508E2
2022-12-27,3.4122E1,-1.182676E2
2022-12-27,3.41181E1,-1.182458E2
2022-12-27,3.4087E1,-1.182236E2
2022-12-27,3.41291E1,-1.181894E2
