date,acronym,count
2022-09-29,BTW,4
2022-09-29,SLD,2
2022-09-29,SYL,1
2022-09-29,WWD,1
2022-09-28,CCY,19
2022-09-28,SLK,6
2022-09-28,SLA,28
2022-09-28,WAD,13
2022-09-28,BHT,5
2022-09-28,NLA,8
2022-09-28,SPD,2
2022-09-28,HAR,4
2022-09-28,WLM,5
2022-09-28,HWD,23
2022-09-28,WLA,10
2022-09-28,BTW,2
2022-09-28,VNY,13
2022-09-28,ENC,6
2022-09-28,RES,6
2022-09-28,SEL,16
2022-09-28,PLM,6
2022-09-28,WCH,6
2022-09-28,LAX,2
2022-09-28,VEN,4
2022-09-28,NHL,9
2022-09-28,SVY,4
2022-09-28,ARL,8
2022-09-28,CHT,6
2022-09-28,MSS,9
2022-09-28,SYL,3
2022-09-28,WIL,26
2022-09-28,SLD,1
2022-09-28,NRD,3
2022-09-28,CPK,6
2022-09-28,WLK,4
2022-09-28,SHR,10
2022-09-28,GHL,2
2022-09-28,CCN,5
2022-09-28,BAR,2
2022-09-27,CCN,2
2022-09-27,WLK,4
2022-09-27,WAD,10
2022-09-27,BHT,5
2022-09-27,HAR,3
2022-09-27,SPD,6
2022-09-27,WLM,2
2022-09-27,HWD,15
2022-09-27,WLA,5
2022-09-27,BAR,1
2022-09-27,WIL,27
2022-09-27,BTW,2
2022-09-27,WWD,4
2022-09-27,VNY,11
2022-09-27,NLA,8
2022-09-27,SLA,20
2022-09-27,SEL,22
2022-09-27,PLM,7
2022-09-27,LAX,2
2022-09-27,SVY,3
2022-09-27,ARL,2
2022-09-27,MSS,9
2022-09-27,CPK,8
2022-09-27,CCY,13
2022-09-27,CHT,9
2022-09-27,SLK,6
2022-09-27,NHL,5
2022-09-27,SHR,6
2022-09-27,ENC,7
2022-09-27,RES,1
2022-09-27,WCH,3
2022-09-27,SYL,2
2022-09-27,GHL,1
2022-09-27,NRD,2
2022-09-26,SLK,10
2022-09-26,WLK,5
2022-09-26,SLA,16
2022-09-26,WAD,12
2022-09-26,NLA,8
2022-09-26,BHT,5
2022-09-26,PTL,1
2022-09-26,WIL,23
2022-09-26,WLA,4
2022-09-26,WWD,3
2022-09-26,VNY,10
2022-09-26,MSS,8
2022-09-26,ENC,4
2022-09-26,HWD,18
2022-09-26,SEL,18
2022-09-26,CCY,9
2022-09-26,LAX,2
2022-09-26,WCH,5
2022-09-26,PLM,7
2022-09-26,VEN,3
2022-09-26,NHL,10
2022-09-26,SLD,5
2022-09-26,NRD,2
2022-09-26,CHT,9
2022-09-26,ARL,4
2022-09-26,CPK,11
2022-09-26,CCN,6
2022-09-26,SPD,4
2022-09-26,WLM,5
2022-09-26,SVY,3
2022-09-26,SHR,4
2022-09-26,SYL,1
2022-09-26,HAR,1
2022-09-26,BTW,2
2022-09-26,RES,5
2022-09-26,BAR,1
2022-09-25,CCY,18
2022-09-25,HWD,20
2022-09-25,WLK,5
2022-09-25,SLK,6
2022-09-25,SLA,19
2022-09-25,BHT,11
2022-09-25,WLM,7
2022-09-25,SPD,3
2022-09-25,WIL,39
2022-09-25,BTW,3
2022-09-25,VNY,12
2022-09-25,NLA,3
2022-09-25,WAD,5
2022-09-25,SEL,16
2022-09-25,VEN,6
2022-09-25,WCH,4
2022-09-25,NHL,6
2022-09-25,SVY,3
2022-09-25,ARL,4
2022-09-25,GHL,1
2022-09-25,MSS,9
2022-09-25,NRD,8
2022-09-25,CHT,3
2022-09-25,SYL,5
2022-09-25,RES,5
2022-09-25,CPK,10
2022-09-25,WLA,7
2022-09-25,SHR,4
2022-09-25,ENC,2
2022-09-25,CCN,2
2022-09-25,PLM,5
2022-09-25,SLD,2
2022-09-25,PTL,1
2022-09-25,WWD,1
2022-09-24,CCY,26
2022-09-24,CCN,6
2022-09-24,WLK,5
2022-09-24,WIL,34
2022-09-24,SLK,3
2022-09-24,SLA,15
2022-09-24,BHT,3
2022-09-24,NLA,9
2022-09-24,HAR,5
2022-09-24,SPD,2
2022-09-24,WLM,2
2022-09-24,HWD,42
2022-09-24,WAD,7
2022-09-24,WLA,6
2022-09-24,VNY,9
2022-09-24,RES,4
2022-09-24,SEL,18
2022-09-24,WCH,8
2022-09-24,PLM,5
2022-09-24,NHL,6
2022-09-24,MSS,5
2022-09-24,ARL,2
2022-09-24,SYL,5
2022-09-24,CHT,8
2022-09-24,CPK,7
2022-09-24,SVY,4
2022-09-24,NRD,4
2022-09-24,GHL,1
2022-09-24,ENC,3
2022-09-24,LAX,3
2022-09-24,SHR,8
2022-09-24,VEN,4
2022-09-24,BTW,2
2022-09-24,PTL,1
2022-09-24,SLD,2
2022-09-24,WWD,2
2022-09-23,CCY,25
2022-09-23,WLK,4
2022-09-23,SLK,8
2022-09-23,SLA,28
2022-09-23,WAD,16
2022-09-23,NLA,9
2022-09-23,BHT,7
2022-09-23,SPD,3
2022-09-23,HAR,4
2022-09-23,HWD,29
2022-09-23,WIL,35
2022-09-23,VNY,18
2022-09-23,ENC,7
2022-09-23,SEL,24
2022-09-23,VEN,3
2022-09-23,NHL,10
2022-09-23,ARL,5
2022-09-23,SLD,3
2022-09-23,GHL,5
2022-09-23,NRD,5
2022-09-23,MSS,9
2022-09-23,SYL,4
2022-09-23,WLA,7
2022-09-23,SVY,3
2022-09-23,CPK,14
2022-09-23,LAX,2
2022-09-23,SHR,13
2022-09-23,BTW,5
2022-09-23,CCN,4
2022-09-23,WCH,3
2022-09-23,WLM,3
2022-09-23,RES,2
2022-09-23,PLM,3
2022-09-23,CHT,2
2022-09-23,WWD,2
2022-09-23,PTL,1
2022-09-22,CCY,24
2022-09-22,CCN,7
2022-09-22,SLK,6
2022-09-22,WIL,35
2022-09-22,WLK,8
2022-09-22,SLA,19
2022-09-22,WAD,13
2022-09-22,NLA,12
2022-09-22,BHT,5
2022-09-22,WLM,5
2022-09-22,SPD,4
2022-09-22,HAR,4
2022-09-22,HWD,24
2022-09-22,VNY,13
2022-09-22,RES,7
2022-09-22,ENC,8
2022-09-22,SEL,14
2022-09-22,PLM,8
2022-09-22,WCH,9
2022-09-22,LAX,4
2022-09-22,SVY,6
2022-09-22,GHL,3
2022-09-22,SYL,4
2022-09-22,MSS,7
2022-09-22,CPK,9
2022-09-22,CHT,10
2022-09-22,WLA,9
2022-09-22,NHL,6
2022-09-22,SHR,9
2022-09-22,VEN,2
2022-09-22,ARL,2
2022-09-22,BTW,2
2022-09-22,NRD,3
2022-09-22,WWD,1
2022-09-22,PTL,1
2022-09-21,CCY,15
2022-09-21,CCN,6
2022-09-21,WLK,5
2022-09-21,WAD,23
2022-09-21,SLA,21
2022-09-21,BHT,8
2022-09-21,WLM,7
2022-09-21,SPD,2
2022-09-21,HWD,21
2022-09-21,WIL,23
2022-09-21,WWD,3
2022-09-21,VNY,6
2022-09-21,ENC,9
2022-09-21,NLA,8
2022-09-21,SLK,6
2022-09-21,SEL,22
2022-09-21,WLA,8
2022-09-21,PLM,4
2022-09-21,WCH,5
2022-09-21,NHL,4
2022-09-21,SHR,7
2022-09-21,SVY,6
2022-09-21,CHT,5
2022-09-21,GHL,6
2022-09-21,NRD,4
2022-09-21,MSS,9
2022-09-21,SYL,4
2022-09-21,CPK,10
2022-09-21,BTW,3
2022-09-21,RES,9
2022-09-21,LAX,4
2022-09-21,VEN,5
2022-09-21,SLD,3
2022-09-21,ARL,1
2022-09-21,HAR,2
2022-09-20,SEL,18
2022-09-20,CCN,5
2022-09-20,CCY,13
2022-09-20,WIL,34
2022-09-20,WLK,9
2022-09-20,SLA,18
2022-09-20,WAD,7
2022-09-20,NLA,7
2022-09-20,BHT,3
2022-09-20,SPD,3
2022-09-20,WLM,5
2022-09-20,HWD,15
2022-09-20,WWD,3
2022-09-20,VNY,11
2022-09-20,RES,6
2022-09-20,SLK,5
2022-09-20,NHL,11
2022-09-20,ARL,4
2022-09-20,NRD,8
2022-09-20,CHT,8
2022-09-20,MSS,10
2022-09-20,SYL,3
2022-09-20,CPK,14
2022-09-20,WLA,9
2022-09-20,PLM,7
2022-09-20,ENC,6
2022-09-20,VEN,3
2022-09-20,LAX,3
2022-09-20,SHR,3
2022-09-20,SLD,3
2022-09-20,BTW,2
2022-09-20,WCH,3
2022-09-20,HAR,2
2022-09-20,SVY,1
2022-09-20,GHL,1
2022-09-19,CCN,2
2022-09-19,CCY,25
2022-09-19,WLK,8
2022-09-19,SLA,25
2022-09-19,BHT,3
2022-09-19,SPD,2
2022-09-19,WLM,2
2022-09-19,HWD,19
2022-09-19,WIL,36
2022-09-19,WAD,9
2022-09-19,WLA,8
2022-09-19,PLM,5
2022-09-19,VNY,11
2022-09-19,ENC,4
2022-09-19,RES,14
2022-09-19,NLA,13
2022-09-19,SLK,4
2022-09-19,SEL,16
2022-09-19,LAX,6
2022-09-19,WCH,6
2022-09-19,NHL,10
2022-09-19,SVY,6
2022-09-19,ARL,7
2022-09-19,CHT,5
2022-09-19,HAR,4
2022-09-19,MSS,4
2022-09-19,SHR,4
2022-09-19,NRD,6
2022-09-19,CPK,8
2022-09-19,PTL,1
2022-09-19,BTW,2
2022-09-19,SYL,2
2022-09-19,BAR,1
2022-09-19,GHL,2
2022-09-18,CCY,34
2022-09-18,WLK,11
2022-09-18,HWD,17
2022-09-18,SLA,12
2022-09-18,WAD,11
2022-09-18,BHT,4
2022-09-18,SPD,7
2022-09-18,WLM,1
2022-09-18,WIL,26
2022-09-18,VNY,8
2022-09-18,SHR,11
2022-09-18,RES,5
2022-09-18,NLA,17
2022-09-18,SLK,10
2022-09-18,SEL,29
2022-09-18,VEN,2
2022-09-18,PLM,3
2022-09-18,WCH,1
2022-09-18,LAX,3
2022-09-18,NHL,5
2022-09-18,SVY,6
2022-09-18,SLD,3
2022-09-18,ARL,3
2022-09-18,CHT,4
2022-09-18,SYL,1
2022-09-18,CPK,7
2022-09-18,WLA,8
2022-09-18,MSS,4
2022-09-18,CCN,2
2022-09-18,NRD,3
2022-09-18,BTW,4
2022-09-18,ENC,1
2022-09-18,BAR,2
2022-09-18,WWD,1
2022-09-18,GHL,2
2022-09-17,CCN,13
2022-09-17,CCY,28
2022-09-17,WLK,11
2022-09-17,SLK,4
2022-09-17,SLA,34
2022-09-17,WAD,6
2022-09-17,BHT,11
2022-09-17,WLM,4
2022-09-17,SPD,2
2022-09-17,HWD,28
2022-09-17,WIL,39
2022-09-17,WWD,2
2022-09-17,BTW,4
2022-09-17,SHR,8
2022-09-17,VNY,10
2022-09-17,RES,4
2022-09-17,SEL,22
2022-09-17,VEN,4
2022-09-17,PLM,5
2022-09-17,NHL,7
2022-09-17,SLD,4
2022-09-17,ARL,7
2022-09-17,NRD,7
2022-09-17,CHT,6
2022-09-17,MSS,8
2022-09-17,CPK,13
2022-09-17,WLA,8
2022-09-17,NLA,9
2022-09-17,ENC,5
2022-09-17,WCH,5
2022-09-17,GHL,2
2022-09-17,SYL,1
2022-09-17,HAR,1
2022-09-16,CCY,35
2022-09-16,WIL,26
2022-09-16,WAD,14
2022-09-16,SLA,31
2022-09-16,BHT,8
2022-09-16,WLM,4
2022-09-16,SPD,4
2022-09-16,HWD,32
2022-09-16,VNY,14
2022-09-16,SHR,4
2022-09-16,ENC,6
2022-09-16,RES,3
2022-09-16,SLK,2
2022-09-16,NLA,8
2022-09-16,SEL,20
2022-09-16,WCH,4
2022-09-16,VEN,9
2022-09-16,WLA,7
2022-09-16,PLM,7
2022-09-16,NHL,13
2022-09-16,SLD,3
2022-09-16,NRD,6
2022-09-16,GHL,5
2022-09-16,HAR,3
2022-09-16,MSS,10
2022-09-16,SYL,2
2022-09-16,ARL,2
2022-09-16,CPK,21
2022-09-16,CCN,7
2022-09-16,WLK,5
2022-09-16,BAR,2
2022-09-16,WWD,2
2022-09-16,CHT,7
2022-09-16,SVY,1
2022-09-16,BTW,4
2022-09-16,LAX,1
2022-09-15,CCN,7
2022-09-15,WLK,10
2022-09-15,SLK,8
2022-09-15,SLA,29
2022-09-15,WAD,13
2022-09-15,BHT,5
2022-09-15,NLA,11
2022-09-15,SPD,5
2022-09-15,WIL,31
2022-09-15,BTW,5
2022-09-15,WWD,2
2022-09-15,VNY,11
2022-09-15,SHR,4
2022-09-15,ENC,7
2022-09-15,SEL,28
2022-09-15,VEN,3
2022-09-15,NHL,8
2022-09-15,SVY,5
2022-09-15,HAR,5
2022-09-15,MSS,9
2022-09-15,CPK,16
2022-09-15,CHT,6
2022-09-15,CCY,35
2022-09-15,HWD,23
2022-09-15,WLA,7
2022-09-15,PLM,8
2022-09-15,WCH,3
2022-09-15,RES,7
2022-09-15,SYL,4
2022-09-15,LAX,2
2022-09-15,SLD,3
2022-09-15,GHL,4
2022-09-15,ARL,2
2022-09-14,CCY,28
2022-09-14,CCN,7
2022-09-14,WLK,9
2022-09-14,SLA,33
2022-09-14,WAD,6
2022-09-14,BHT,7
2022-09-14,HAR,2
2022-09-14,SPD,2
2022-09-14,HWD,20
2022-09-14,WIL,32
2022-09-14,WLA,15
2022-09-14,BTW,2
2022-09-14,VNY,8
2022-09-14,NLA,7
2022-09-14,SEL,31
2022-09-14,WCH,6
2022-09-14,PLM,11
2022-09-14,NHL,7
2022-09-14,SHR,10
2022-09-14,ARL,1
2022-09-14,SLD,1
2022-09-14,NRD,2
2022-09-14,MSS,7
2022-09-14,SYL,5
2022-09-14,CPK,9
2022-09-14,CHT,5
2022-09-14,WLM,3
2022-09-14,LAX,3
2022-09-14,SVY,4
2022-09-14,WWD,6
2022-09-14,ENC,4
2022-09-14,VEN,4
2022-09-14,RES,5
2022-09-14,SLK,3
2022-09-14,GHL,2
2022-09-13,CCY,24
2022-09-13,CCN,8
2022-09-13,SLK,4
2022-09-13,WAD,10
2022-09-13,SLA,16
2022-09-13,NLA,9
2022-09-13,BHT,4
2022-09-13,SPD,4
2022-09-13,HWD,17
2022-09-13,WIL,14
2022-09-13,WLA,9
2022-09-13,BTW,3
2022-09-13,VNY,11
2022-09-13,SHR,3
2022-09-13,RES,5
2022-09-13,ENC,4
2022-09-13,SEL,19
2022-09-13,VEN,4
2022-09-13,WCH,2
2022-09-13,PLM,9
2022-09-13,NHL,2
2022-09-13,SVY,5
2022-09-13,ARL,4
2022-09-13,SYL,6
2022-09-13,MSS,9
2022-09-13,CPK,9
2022-09-13,WLK,7
2022-09-13,LAX,5
2022-09-13,CHT,5
2022-09-13,HAR,3
2022-09-13,WLM,3
2022-09-13,NRD,2
2022-09-12,CCY,27
2022-09-12,CCN,5
2022-09-12,WLK,6
2022-09-12,SLK,4
2022-09-12,SLA,14
2022-09-12,WAD,11
2022-09-12,BHT,4
2022-09-12,NLA,15
2022-09-12,WLM,1
2022-09-12,HWD,21
2022-09-12,WIL,25
2022-09-12,VNY,7
2022-09-12,RES,8
2022-09-12,SEL,16
2022-09-12,PLM,6
2022-09-12,WCH,6
2022-09-12,SVY,4
2022-09-12,NHL,16
2022-09-12,SHR,8
2022-09-12,SLD,3
2022-09-12,MSS,8
2022-09-12,SYL,4
2022-09-12,CHT,8
2022-09-12,WLA,7
2022-09-12,CPK,15
2022-09-12,BTW,2
2022-09-12,LAX,2
2022-09-12,HAR,4
2022-09-12,BAR,1
2022-09-12,WWD,2
2022-09-12,ENC,1
2022-09-12,GHL,3
2022-09-12,ARL,2
2022-09-12,VEN,1
2022-09-12,SPD,1
2022-09-12,NRD,2
2022-09-11,CCY,21
2022-09-11,CCN,6
2022-09-11,HWD,19
2022-09-11,WLK,3
2022-09-11,WAD,17
2022-09-11,SLA,17
2022-09-11,BHT,4
2022-09-11,SPD,6
2022-09-11,WLM,1
2022-09-11,WIL,38
2022-09-11,BTW,4
2022-09-11,SHR,9
2022-09-11,VNY,18
2022-09-11,RES,9
2022-09-11,SLK,7
2022-09-11,NLA,7
2022-09-11,SEL,21
2022-09-11,PLM,6
2022-09-11,WCH,3
2022-09-11,NHL,9
2022-09-11,SVY,6
2022-09-11,NRD,3
2022-09-11,MSS,5
2022-09-11,WLA,11
2022-09-11,CHT,3
2022-09-11,CPK,7
2022-09-11,LAX,1
2022-09-11,GHL,4
2022-09-11,WWD,1
2022-09-11,SLD,2
2022-09-11,HAR,4
2022-09-11,ARL,1
2022-09-11,ENC,3
2022-09-11,VEN,2
2022-09-11,SYL,1
2022-09-10,CCY,25
2022-09-10,HWD,46
2022-09-10,WAD,6
2022-09-10,SLA,14
2022-09-10,BHT,7
2022-09-10,SPD,5
2022-09-10,WLM,5
2022-09-10,HAR,4
2022-09-10,WIL,27
2022-09-10,SHR,4
2022-09-10,VNY,14
2022-09-10,ENC,5
2022-09-10,RES,8
2022-09-10,NLA,9
2022-09-10,SEL,14
2022-09-10,PLM,5
2022-09-10,GHL,7
2022-09-10,MSS,2
2022-09-10,CPK,9
2022-09-10,WLA,6
2022-09-10,CHT,2
2022-09-10,CCN,4
2022-09-10,SLK,7
2022-09-10,LAX,2
2022-09-10,NHL,6
2022-09-10,SVY,5
2022-09-10,SLD,3
2022-09-10,NRD,4
2022-09-10,BTW,3
2022-09-10,VEN,4
2022-09-10,WLK,5
2022-09-10,BAR,1
2022-09-10,WCH,4
2022-09-10,ARL,2
2022-09-10,WWD,3
2022-09-10,SYL,2
2022-09-09,CCY,30
2022-09-09,CCN,7
2022-09-09,SLK,8
2022-09-09,WLK,8
2022-09-09,WIL,24
2022-09-09,SLA,19
2022-09-09,WAD,5
2022-09-09,SPD,6
2022-09-09,WLM,5
2022-09-09,HWD,20
2022-09-09,VNY,13
2022-09-09,RES,7
2022-09-09,NLA,10
2022-09-09,SEL,20
2022-09-09,PLM,11
2022-09-09,VEN,7
2022-09-09,SVY,5
2022-09-09,ARL,3
2022-09-09,NRD,6
2022-09-09,GHL,5
2022-09-09,HAR,2
2022-09-09,SYL,6
2022-09-09,MSS,11
2022-09-09,CPK,13
2022-09-09,WLA,5
2022-09-09,CHT,10
2022-09-09,WWD,2
2022-09-09,WCH,4
2022-09-09,LAX,1
2022-09-09,SHR,8
2022-09-09,NHL,8
2022-09-09,SLD,4
2022-09-09,BHT,3
2022-09-09,BTW,3
2022-09-09,BAR,1
2022-09-09,ENC,5
2022-09-08,CCY,26
2022-09-08,SLK,3
2022-09-08,WLK,7
2022-09-08,SLA,28
2022-09-08,WAD,10
2022-09-08,NLA,9
2022-09-08,BHT,3
2022-09-08,WLM,5
2022-09-08,SPD,2
2022-09-08,HAR,2
2022-09-08,HWD,18
2022-09-08,WIL,22
2022-09-08,BTW,3
2022-09-08,VNY,5
2022-09-08,SHR,5
2022-09-08,RES,9
2022-09-08,ENC,2
2022-09-08,SEL,16
2022-09-08,VEN,5
2022-09-08,PLM,9
2022-09-08,WCH,5
2022-09-08,NHL,9
2022-09-08,ARL,4
2022-09-08,MSS,12
2022-09-08,CPK,10
2022-09-08,WLA,6
2022-09-08,CHT,2
2022-09-08,GHL,1
2022-09-08,WWD,1
2022-09-08,CCN,2
2022-09-08,BAR,2
2022-09-08,SVY,6
2022-09-08,LAX,2
2022-09-08,SYL,1
2022-09-07,CCN,9
2022-09-07,CCY,25
2022-09-07,WLK,12
2022-09-07,SLA,23
2022-09-07,WAD,10
2022-09-07,BHT,3
2022-09-07,NLA,10
2022-09-07,SPD,2
2022-09-07,WLM,1
2022-09-07,HWD,23
2022-09-07,BTW,2
2022-09-07,WIL,28
2022-09-07,VNY,16
2022-09-07,RES,3
2022-09-07,ENC,5
2022-09-07,SEL,18
2022-09-07,VEN,5
2022-09-07,WCH,3
2022-09-07,NHL,9
2022-09-07,SHR,4
2022-09-07,SVY,6
2022-09-07,ARL,7
2022-09-07,WLA,5
2022-09-07,CHT,6
2022-09-07,PTL,1
2022-09-07,NRD,4
2022-09-07,SYL,2
2022-09-07,SLK,6
2022-09-07,MSS,6
2022-09-07,WWD,2
2022-09-07,PLM,4
2022-09-07,BAR,1
2022-09-07,CPK,5
2022-09-07,GHL,1
2022-09-06,CCY,18
2022-09-06,WLK,9
2022-09-06,WAD,12
2022-09-06,BHT,5
2022-09-06,WLM,4
2022-09-06,HAR,3
2022-09-06,HWD,22
2022-09-06,WIL,32
2022-09-06,WLA,7
2022-09-06,SHR,17
2022-09-06,VNY,6
2022-09-06,RES,8
2022-09-06,NLA,5
2022-09-06,SLK,13
2022-09-06,SLA,18
2022-09-06,SEL,17
2022-09-06,PLM,7
2022-09-06,VEN,3
2022-09-06,NHL,9
2022-09-06,SVY,2
2022-09-06,CHT,6
2022-09-06,GHL,4
2022-09-06,MSS,3
2022-09-06,CPK,10
2022-09-06,ENC,5
2022-09-06,WCH,5
2022-09-06,NRD,4
2022-09-06,CCN,4
2022-09-06,SLD,2
2022-09-06,SYL,1
2022-09-06,WWD,2
2022-09-06,ARL,3
2022-09-06,LAX,1
2022-09-05,CCY,27
2022-09-05,CCN,4
2022-09-05,WLK,8
2022-09-05,SLK,4
2022-09-05,WAD,16
2022-09-05,SLA,25
2022-09-05,SEL,16
2022-09-05,NLA,5
2022-09-05,BHT,8
2022-09-05,SPD,6
2022-09-05,WLM,5
2022-09-05,PTL,1
2022-09-05,WIL,25
2022-09-05,WLA,5
2022-09-05,VNY,6
2022-09-05,SHR,2
2022-09-05,RES,4
2022-09-05,ENC,2
2022-09-05,HWD,15
2022-09-05,WCH,4
2022-09-05,PLM,5
2022-09-05,SVY,5
2022-09-05,NHL,11
2022-09-05,ARL,4
2022-09-05,CPK,9
2022-09-05,CHT,7
2022-09-05,BTW,2
2022-09-05,BAR,1
2022-09-05,NRD,1
2022-09-05,SYL,2
2022-09-05,WWD,2
2022-09-05,SLD,1
2022-09-05,VEN,4
2022-09-05,LAX,1
2022-09-05,GHL,1
2022-09-05,MSS,2
2022-09-04,CCY,20
2022-09-04,WLK,6
2022-09-04,SLA,17
2022-09-04,NLA,8
2022-09-04,BHT,4
2022-09-04,WLM,4
2022-09-04,SPD,3
2022-09-04,HWD,18
2022-09-04,WLA,8
2022-09-04,VNY,6
2022-09-04,WAD,9
2022-09-04,SEL,10
2022-09-04,PLM,5
2022-09-04,VEN,3
2022-09-04,WCH,4
2022-09-04,NHL,8
2022-09-04,ARL,1
2022-09-04,NRD,4
2022-09-04,CHT,6
2022-09-04,MSS,6
2022-09-04,SYL,2
2022-09-04,WIL,17
2022-09-04,SHR,4
2022-09-04,GHL,4
2022-09-04,CPK,4
2022-09-04,ENC,1
2022-09-04,CCN,3
2022-09-04,SVY,3
2022-09-04,HAR,1
2022-09-04,SLD,1
2022-09-04,WWD,1
2022-09-04,BTW,3
2022-09-04,RES,1
2022-09-04,LAX,1
2022-09-03,CCY,22
2022-09-03,WLK,4
2022-09-03,WAD,10
2022-09-03,SLA,25
2022-09-03,BHT,14
2022-09-03,NLA,9
2022-09-03,SPD,5
2022-09-03,HWD,34
2022-09-03,BTW,3
2022-09-03,WLA,7
2022-09-03,VNY,8
2022-09-03,RES,7
2022-09-03,SLK,8
2022-09-03,SEL,18
2022-09-03,WCH,8
2022-09-03,PLM,5
2022-09-03,NHL,10
2022-09-03,SVY,5
2022-09-03,SHR,9
2022-09-03,ARL,6
2022-09-03,NRD,9
2022-09-03,HAR,5
2022-09-03,MSS,5
2022-09-03,WIL,26
2022-09-03,CPK,11
2022-09-03,LAX,5
2022-09-03,VEN,3
2022-09-03,CCN,5
2022-09-03,SYL,3
2022-09-03,WWD,1
2022-09-03,BAR,1
2022-09-03,ENC,2
2022-09-03,CHT,1
2022-09-03,GHL,1
2022-09-02,CCY,28
2022-09-02,WLK,9
2022-09-02,HWD,25
2022-09-02,WAD,14
2022-09-02,SLA,15
2022-09-02,BHT,4
2022-09-02,NLA,11
2022-09-02,SPD,3
2022-09-02,WLM,2
2022-09-02,HAR,2
2022-09-02,WIL,27
2022-09-02,VNY,9
2022-09-02,ENC,6
2022-09-02,SLK,8
2022-09-02,SEL,25
2022-09-02,PLM,10
2022-09-02,WCH,5
2022-09-02,VEN,5
2022-09-02,LAX,3
2022-09-02,SVY,5
2022-09-02,NHL,15
2022-09-02,GHL,6
2022-09-02,MSS,9
2022-09-02,CPK,11
2022-09-02,CHT,4
2022-09-02,WLA,9
2022-09-02,RES,10
2022-09-02,NRD,3
2022-09-02,WWD,3
2022-09-02,SHR,4
2022-09-02,CCN,4
2022-09-02,BTW,2
2022-09-02,SLD,2
2022-09-02,SYL,2
2022-09-01,CCY,26
2022-09-01,CCN,9
2022-09-01,WLK,13
2022-09-01,WAD,14
2022-09-01,SLA,30
2022-09-01,BHT,7
2022-09-01,NLA,15
2022-09-01,PTL,2
2022-09-01,HAR,4
2022-09-01,WLM,8
2022-09-01,HWD,27
2022-09-01,WIL,25
2022-09-01,WLA,8
2022-09-01,SHR,10
2022-09-01,VNY,13
2022-09-01,ENC,4
2022-09-01,RES,9
2022-09-01,SEL,17
2022-09-01,PLM,8
2022-09-01,LAX,5
2022-09-01,NHL,12
2022-09-01,ARL,5
2022-09-01,SVY,7
2022-09-01,GHL,7
2022-09-01,NRD,4
2022-09-01,CHT,11
2022-09-01,MSS,11
2022-09-01,SYL,4
2022-09-01,CPK,11
2022-09-01,SLK,3
2022-09-01,WCH,7
2022-09-01,VEN,5
2022-09-01,SLD,3
2022-09-01,SPD,3
2022-09-01,WWD,1
2022-09-01,BTW,3
2022-08-31,CCY,25
2022-08-31,WLK,11
2022-08-31,SLA,33
2022-08-31,WAD,13
2022-08-31,NLA,11
2022-08-31,BHT,6
2022-08-31,WIL,18
2022-08-31,WLA,13
2022-08-31,VNY,8
2022-08-31,RES,11
2022-08-31,HWD,16
2022-08-31,SEL,18
2022-08-31,LAX,1
2022-08-31,WCH,7
2022-08-31,NHL,8
2022-08-31,ARL,1
2022-08-31,SLD,2
2022-08-31,NRD,10
2022-08-31,GHL,1
2022-08-31,HAR,2
2022-08-31,SYL,2
2022-08-31,MSS,7
2022-08-31,VEN,5
2022-08-31,CPK,4
2022-08-31,CCN,6
2022-08-31,PLM,8
2022-08-31,CHT,7
2022-08-31,WLM,2
2022-08-31,SPD,4
2022-08-31,SLK,5
2022-08-31,SHR,4
2022-08-31,ENC,4
2022-08-31,SVY,3
2022-08-31,BTW,2
2022-08-30,CCY,27
2022-08-30,CCN,5
2022-08-30,WLK,8
2022-08-30,SLA,18
2022-08-30,WAD,2
2022-08-30,BHT,6
2022-08-30,NLA,10
2022-08-30,WLM,6
2022-08-30,WIL,23
2022-08-30,SHR,8
2022-08-30,ENC,4
2022-08-30,RES,5
2022-08-30,SEL,17
2022-08-30,WCH,9
2022-08-30,VEN,5
2022-08-30,PLM,6
2022-08-30,NHL,11
2022-08-30,SVY,5
2022-08-30,SLD,5
2022-08-30,GHL,2
2022-08-30,HAR,3
2022-08-30,SYL,3
2022-08-30,MSS,7
2022-08-30,CPK,12
2022-08-30,ARL,6
2022-08-30,NRD,3
2022-08-30,HWD,14
2022-08-30,BAR,1
2022-08-30,WLA,10
2022-08-30,LAX,1
2022-08-30,CHT,2
2022-08-30,SLK,6
2022-08-30,SPD,6
2022-08-30,VNY,12
2022-08-30,WWD,2
2022-08-29,CCY,34
2022-08-29,CCN,3
2022-08-29,WLK,8
2022-08-29,SLK,5
2022-08-29,WIL,25
2022-08-29,SLA,23
2022-08-29,NLA,14
2022-08-29,BHT,4
2022-08-29,SPD,3
2022-08-29,WLM,2
2022-08-29,HWD,17
2022-08-29,WAD,9
2022-08-29,WLA,18
2022-08-29,VNY,13
2022-08-29,RES,4
2022-08-29,SEL,13
2022-08-29,PLM,5
2022-08-29,NHL,13
2022-08-29,SHR,9
2022-08-29,SLD,1
2022-08-29,SVY,5
2022-08-29,ARL,5
2022-08-29,GHL,3
2022-08-29,NRD,2
2022-08-29,CHT,4
2022-08-29,HAR,2
2022-08-29,CPK,8
2022-08-29,WCH,3
2022-08-29,MSS,6
2022-08-29,WWD,1
2022-08-29,ENC,2
2022-08-29,LAX,3
2022-08-29,VEN,2
